Input,Output
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0030.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00005']

ABBC0030_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0030_2 = ABBC0030_1 + ABBC0030_TSA;

ABBC0030 = SCLRND(6,-6,ABBC0030_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0031.","ACCOUNT1=['AC0033','AC2033','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00005']

ABBC0031_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0031_2 = ABBC0031_1 + ABBC0031_TSA;

ABBC0031 = SCLRND(6,-6,ABBC0031_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0032.","ACCOUNT1=['AC0033','AC2033','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00005']

ABBC0032_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0032_2 = ABBC0032_1 + ABBC0032_TSA;

ABBC0032 = SCLRND(6,-6,ABBC0032_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG121
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up th QTD balances from the filters applied in step 1a and 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0033.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1011'];
ICECODE1=['I00000'];

ABBC0033_1=SUM(qtdamt, (org_unit eq 'FINLEG121' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0033_2 = ABBC0033_1 + ABBC0033_TSA;

ABBC0033 = SCLRND(6,-6,ABBC0033_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0001,AC1001,AC2202,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0001,AC1001,AC2202,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is I11111
	Balance Type is End of period (EOP)
1c. Sum up th QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0034.","ACCOUNT1=['AC0001','AC1001','AC2202','AC1011'];
ORGUNIT1=['FINLEG001','FINLEG002']

ABBC0034_1=SUM(qtdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I11111' and baltype eq 'EOP'));

ABBC0034_2 = ABBC0034_1 + ABBC0034_TSA;

ABBC0034 = SCLRND(6,-6,ABBC0034_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. Sum up th YTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0035.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']

ABBC0035_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00005' and baltype eq 'EOP'));

ABBC0035_2 = ABBC0035_1 + ABBC0035_TSA;

ABBC0035 = SCLRND(6,-6,ABBC0035_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. Sum up the YTD balances from the filters applied in step 1a through 1c.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0036.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ICECODE1=['I00005']

ABBC0036_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG001' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0036_2 = ABBC0036_1 + ABBC0036_TSA;

ABBC0036 = SCLRND(6,-6,ABBC0036_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the QTD balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0037.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00005']

ABBC0037_1=SUM(atdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0037_2 = ABBC0037_1 + ABBC0037_TSA;

ABBC0037 = SCLRND(6,-6,ABBC0037_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC2033,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the YTD balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0038.","ACCOUNT1=['AC0033','AC2033','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00005']

ABBC0038_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0038_2 = ABBC0038_1 + ABBC0038_TSA;

ABBC0038 = SCLRND(6,-6,ABBC0038_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0011,AD1001,AD1101,AD1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th QTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0039.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1011'];
ACCOUNT2=['AD0011','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABBC0039_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABBC0039_2 = ABBC0039_1 + ABBC0039_TSA;

ABBC0039 = SCLRND(6,-6,ABBC0039_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0011,AD1001,AD1101,AD1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th YTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0040.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1011'];
ACCOUNT2=['AD0011','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABBC0040_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(ytdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABBC0040_2 = ABBC0040_1 + ABBC0040_TSA;

ABBC0040 = SCLRND(6,-6,ABBC0040_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0041.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1011'];
ICECODE1=['I00000'];

ABBC0041_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0041_2 = ABBC0041_1 + ABBC0041_TSA;

ABBC0041 = SCLRND(6,-6,ABBC0041_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0042.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1011'];
ICECODE1=['I00000'];

ABBC0042_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0042_2 = ABBC0042_1 + ABBC0042_TSA;

ABBC0042 = SCLRND(6,-6,ABBC0042_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0043.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1011'];
ICECODE1=['I00000'];

ABBC0043_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0043_2 = ABBC0043_1 + ABBC0043_TSA;

ABBC0043 = SCLRND(6,-6,ABBC0043_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1012
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1012
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0044.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1012'];
ICECODE1=['I00000'];

ABBC0044_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0044_2 = ABBC0044_1 + ABBC0044_TSA;

ABBC0044 = SCLRND(6,-6,ABBC0044_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0045.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG011','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG011','FINLEG004']
ICECODE1=['I00005']

ABBC0045_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0045_2 = ABBC0045_1 + ABBC0045_TSA;

ABBC0045 = SCLRND(6,-6,ABBC0045_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1023,AC1103,AC1013
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0046.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1023','AC1103','AC1013'];
ORGUNIT1=['FINLEG011','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG011','FINLEG004']
ICECODE1=['I00005']

ABBC0046_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0046_2 = ABBC0046_1 + ABBC0046_TSA;

ABBC0046 = SCLRND(6,-6,ABBC0046_2);"
